"","Trawl_id","specimen_id","species_code","length_mm","sex","weight_g","age","maturity","gonad_g","specimen_subsample_method","specimen_sample_type","age_determination_method","scientific_name","common_name","id_rank","worms","itis","temp","salinity","o2","phyto","npp"
"55",-12986,55,20510,440,1,682,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.56465347670019,32.8863642993383,207.27665259696,0.232806338120026,0.00768878701478535
"56",-12986,56,20510,500,2,1062,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.56465347670019,32.8863642993383,207.27665259696,0.232806338120026,0.00768878701478535
"57",-12989,57,20510,460,1,776,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45533617585897,32.5617236550897,269.549967295701,0.157028792718235,0.0130672939418249
"58",-13008,58,20510,460,1,876,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.78656774280792,33.1654371330248,154.325031437962,0.114457529857015,0.00503440432750565
"59",-13009,59,20510,540,2,1368,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.80188692999738,33.11541661221,195.240049585278,0.215293672666147,0.0154478036514291
"60",-13024,60,20510,460,1,918,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.32935576885939,32.6563310343772,280.117787886934,0.261780930380285,0.0617844962175564
"61",-13024,61,20510,450,2,868,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.32935576885939,32.6563310343772,280.117787886934,0.261780930380285,0.0617844962175564
"62",-13024,62,20510,500,2,1062,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.32935576885939,32.6563310343772,280.117787886934,0.261780930380285,0.0617844962175564
"63",-13024,63,20510,440,2,806,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.32935576885939,32.6563310343772,280.117787886934,0.261780930380285,0.0617844962175564
"64",-13025,64,20510,420,1,614,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.64671774953604,32.268745964393,280.117787886934,0.261780930380285,0.0617844962175564
"65",-13025,65,20510,350,2,348,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.64671774953604,32.268745964393,280.117787886934,0.261780930380285,0.0617844962175564
"66",-13025,66,20510,330,2,290,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.64671774953604,32.268745964393,280.117787886934,0.261780930380285,0.0617844962175564
"67",-13025,67,20510,330,2,310,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.64671774953604,32.268745964393,280.117787886934,0.261780930380285,0.0617844962175564
"68",-13026,68,20510,420,1,624,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.51561023294926,32.2901089210063,280.117787886934,0.261780930380285,0.0617844962175564
"69",-13027,69,20510,650,1,2882,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.57423628866673,32.9070914536715,252.596288390064,0.315294636094699,0.0466885621418801
"70",-13027,70,20510,660,2,2866,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.57423628866673,32.9070914536715,252.596288390064,0.315294636094699,0.0466885621418801
"71",-13027,71,20510,610,2,2064,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.57423628866673,32.9070914536715,252.596288390064,0.315294636094699,0.0466885621418801
"72",-13028,72,20510,610,2,2232,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"73",-13028,76,20510,640,2,2382,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"74",-13028,73,20510,590,2,2166,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"75",-13028,74,20510,610,2,2042,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"76",-13028,75,20510,740,2,3844,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"77",-13028,77,20510,640,2,2492,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"78",-13028,78,20510,600,1,2142,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"79",-13028,79,20510,700,1,3396,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"80",-13028,80,20510,670,1,3344,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"81",-13028,81,20510,600,1,2334,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"82",-13028,82,20510,580,1,1852,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.54176459461451,32.8749198582955,252.596288390064,0.315294636094699,0.0466885621418801
"83",-13029,83,20510,570,2,1718,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.60695213079453,32.8959013335407,254.589487366092,0.341460243579535,0.064318118672298
"84",-13029,84,20510,460,1,878,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.60695213079453,32.8959013335407,254.589487366092,0.341460243579535,0.064318118672298
"85",-13030,85,20510,590,1,1888,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"86",-13030,86,20510,620,1,2596,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"87",-13030,87,20510,610,1,2164,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"88",-13030,88,20510,610,1,2192,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"89",-13030,89,20510,590,1,1750,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"90",-13030,90,20510,600,1,2260,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"91",-13030,91,20510,560,1,1706,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"92",-13030,92,20510,600,1,1938,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"93",-13030,93,20510,610,1,1912,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"94",-13030,94,20510,580,1,1850,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"95",-13030,95,20510,610,1,2084,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"96",-13030,96,20510,590,1,2424,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"97",-13030,97,20510,560,1,1696,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"98",-13030,98,20510,580,1,1764,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"99",-13030,99,20510,560,1,1642,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"100",-13030,100,20510,590,2,1968,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"101",-13030,101,20510,630,2,2482,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"102",-13030,102,20510,610,2,2260,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"103",-13030,103,20510,550,2,1470,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"104",-13030,104,20510,600,2,1948,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"105",-13030,105,20510,560,2,1615,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"106",-13030,106,20510,620,2,2132,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"107",-13030,107,20510,560,2,1482,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"108",-13030,111,20510,610,2,2148,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"109",-13030,108,20510,610,2,2316,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"110",-13030,109,20510,560,2,1568,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"111",-13030,110,20510,560,2,1638,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"112",-13030,112,20510,640,2,2468,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.3103122189641,32.6136051211506,254.589487366092,0.341460243579535,0.064318118672298
"113",-13031,113,20510,410,2,584,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"114",-13031,114,20510,430,2,640,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"115",-13031,115,20510,450,2,848,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"116",-13031,116,20510,470,2,916,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"117",-13031,117,20510,320,2,270,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"118",-13031,118,20510,460,2,820,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"119",-13031,119,20510,390,2,462,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"120",-13031,120,20510,450,2,796,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"121",-13031,121,20510,440,1,748,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"122",-13031,122,20510,450,1,784,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"123",-13031,123,20510,430,1,760,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"124",-13031,124,20510,440,1,718,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"125",-13031,125,20510,430,1,666,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"126",-13031,126,20510,310,1,248,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,4.87817012518644,32.3648792691529,256.513890040207,0.354182125486666,0.0737668880520144
"127",-13036,127,20510,340,1,352,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.83034761995077,32.1802422869951,307.602943324791,0.970668145114533,0.729701253932979
"128",-13036,128,20510,350,1,378,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.83034761995077,32.1802422869951,307.602943324791,0.970668145114533,0.729701253932979
"129",-13036,129,20510,510,1,1244,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.83034761995077,32.1802422869951,307.602943324791,0.970668145114533,0.729701253932979
"130",-13036,130,20510,330,1,302,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.83034761995077,32.1802422869951,307.602943324791,0.970668145114533,0.729701253932979
"131",-13051,131,20510,590,2,1988,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45376665251596,33.1696959611561,195.241671963079,0.146515496707206,0.00819720527885333
"132",-13051,132,20510,650,2,3010,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45376665251596,33.1696959611561,195.241671963079,0.146515496707206,0.00819720527885333
"133",-13051,133,20510,480,2,1010,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45376665251596,33.1696959611561,195.241671963079,0.146515496707206,0.00819720527885333
"134",-13051,134,20510,550,2,1814,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45376665251596,33.1696959611561,195.241671963079,0.146515496707206,0.00819720527885333
"135",-13051,135,20510,560,2,1862,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45376665251596,33.1696959611561,195.241671963079,0.146515496707206,0.00819720527885333
"136",-13051,136,20510,560,2,1480,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45376665251596,33.1696959611561,195.241671963079,0.146515496707206,0.00819720527885333
"137",-13051,137,20510,580,2,1958,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.45376665251596,33.1696959611561,195.241671963079,0.146515496707206,0.00819720527885333
